SW2,0.27,4.15,6.2,POOL-SPA-SPILLOVER
SW3,0.27,4.8,6.2,FILTER
SW4,.27,5.2,6.2,LIGHTS
SW5,1.6,3.5,6.2,HEATER1
SW6,1.6,3.95,6.2,VALVE3
SW7,1.6,4.4,6.2,VALVE4
SW12,1.6,4.8,6.2,AUX1
SW13,1.6,5.25,6.2,AUX2
SW14,2.96,3.5,6.2,AUX3
SW19,2.96,3.95,6.2,AUX4
SW20,2.96,4.4,6.2,AUX5
SW21,2.96,4.85,6.2,AUX6
SW22,3.3,2.5,6.6,<
SW23,3.6,2.85,6.6,-
SW24,3.6,2.5,6.6,MENU
SW25,3.6,2.2,6.6,+
SW26,3.95,2.5,6.6,>
LCD,2.67,2.27,20,LCD
