SW1,175000,161000,0.75,>
SW2,189000,161000,0.75,MENU
SW3,203200,161000,0.75,<
SW5,167000,178000,0.75,-
SW6,167000,192000,0.75,+
SW7,135000,207000,0.75,POOL/SPA
SW8,135000,195000,0.75,FILTER
SW9,135000,183000,0.75,LIGHTS
SW11,135000,171000,0.6,AUX1
SW10,135000,159000,0.6,AUX2
LCD,127900,240700,white,LCD
