SW1,3.06,3.99,17,POOL-SPA
SW2,3.06,4.49,17,FILTER
SW3,3.06,4.89,17,LIGHTS
SW4,3.06,5.39,17,AUX1
SW5,3.06,5.79,17,AUX2
SW6,1.86,4.65,17,+
SW7,1.86,5.15,17,-
SW8,1.63,5.78,17,>
SW9,1.13,5.78,17,MENU
SW10,0.60,5.78,17,<
